Wavelength,Intensity
324.907733,730.0
325.17339567824854,640.0
325.4390577082402,645.0
325.70471908284435,673.0
325.97037979492995,716.0
326.23603983736626,708.0
326.50169920302244,714.0
326.7673578847678,718.0
327.0330158754714,722.0
327.2986731680023,726.0
327.56432975523006,718.0
327.8299856300235,720.0
328.0956407852518,712.0
328.36129521378444,714.0
328.62694890849036,727.0
328.89260186223873,726.0
329.1582540678989,731.0
329.42390551833995,725.0
329.68955620643095,717.0
329.95520612504123,707.0
330.22085526704,689.0
330.48650362529634,710.0
330.75215119267943,700.0
331.0177979620585,700.0
331.28344392630265,709.0
331.54908907828127,709.0
331.8147334108633,714.0
332.080376916918,715.0
332.34601958931455,730.0
332.6116614209222,712.0
332.8773024046101,713.0
333.14294253324726,712.0
333.4085817997031,708.0
333.67422019684665,716.0
333.9398577175471,717.0
334.20549435467376,697.0
334.4711301010957,716.0
334.7367649496821,713.0
335.00239889330214,725.0
335.2680319248251,730.0
335.53366403712005,723.0
335.7992952230561,695.0
336.06492547550266,685.0
336.3305547873287,701.0
336.5961831514035,744.0
336.86181056059627,709.0
337.1274370077761,705.0
337.3930624858122,722.0
337.6586869875738,694.0
337.92431050593,710.0
338.18993303375,722.0
338.45555456390304,724.0
338.7211750892583,701.0
338.9867946026848,711.0
339.25241309705194,717.0
339.5180305652288,705.0
339.78364700008444,710.0
340.04926239448827,711.0
340.3148767413094,711.0
340.5804900334169,688.0
340.84610226368,732.0
341.11171342496795,703.0
341.3773235101499,701.0
341.6429325120949,703.0
341.9085404236723,704.0
342.1741472377513,712.0
342.4397529472009,719.0
342.7053575448904,717.0
342.970961023689,727.0
343.23656337646577,714.0
343.50216459609004,709.0
343.76776467543084,715.0
344.03336360735744,713.0
344.298961384739,702.0
344.5645580004447,690.0
344.8301534473438,716.0
345.0957477183053,708.0
345.36134080619854,717.0
345.6269327038926,725.0
345.8925234042567,699.0
346.15811290016,709.0
346.4237011844718,716.0
346.689288250061,703.0
346.9548740897971,707.0
347.22045869654914,725.0
347.48604206318623,711.0
347.7516241825777,703.0
348.0172050475926,719.0
348.28278465110014,720.0
348.54836298596956,718.0
348.81394004507,718.0
349.07951582127066,711.0
349.34509030744067,719.0
349.61066349644926,705.0
349.87623538116554,714.0
350.14180595445873,715.0
350.40737520919805,719.0
350.6729431382527,709.0
350.9385097344918,721.0
351.2040749907844,709.0
351.4696389,710.0
351.73520145500754,705.0
352.00076264867624,709.0
352.26632247387533,733.0
352.531880923474,737.0
352.7974379903412,719.0
353.0629936673465,718.0
353.32854794735886,710.0
353.59410082324735,699.0
353.8596522878814,717.0
354.12520233413005,713.0
354.39075095486237,713.0
354.65629814294783,718.0
354.92184389125543,715.0
355.1873881926543,717.0
355.45293104001377,718.0
355.7184724262029,698.0
355.98401234409084,715.0
356.249550786547,728.0
356.51508774644026,709.0
356.78062321664,693.0
357.0461571900153,704.0
357.31168965943544,723.0
357.5772206177695,714.0
357.8427500578867,730.0
358.10827797265625,716.0
358.3738043549473,718.0
358.63932919762897,735.0
358.90485249357056,711.0
359.1703742356412,713.0
359.43589441670997,706.0
359.70141302964623,693.0
359.966930067319,700.0
360.23244552259763,721.0
360.49795938835115,723.0
360.76347165744875,710.0
361.0289823227597,694.0
