Wavelength,Intensity
324.907733,725.0
325.17339567824854,640.0
325.4390577082402,642.0
325.70471908284435,669.0
325.97037979492995,724.0
326.23603983736626,693.0
326.50169920302244,716.0
326.7673578847678,723.0
327.0330158754714,715.0
327.2986731680023,722.0
327.56432975523006,718.0
327.8299856300235,729.0
328.0956407852518,742.0
328.36129521378444,698.0
328.62694890849036,721.0
328.89260186223873,718.0
329.1582540678989,735.0
329.42390551833995,721.0
329.68955620643095,712.0
329.95520612504123,720.0
330.22085526704,684.0
330.48650362529634,706.0
330.75215119267943,689.0
331.0177979620585,706.0
331.28344392630265,708.0
331.54908907828127,713.0
331.8147334108633,709.0
332.080376916918,702.0
332.34601958931455,737.0
332.6116614209222,722.0
332.8773024046101,708.0
333.14294253324726,718.0
333.4085817997031,705.0
333.67422019684665,724.0
333.9398577175471,714.0
334.20549435467376,710.0
334.4711301010957,709.0
334.7367649496821,714.0
335.00239889330214,695.0
335.2680319248251,714.0
335.53366403712005,715.0
335.7992952230561,699.0
336.06492547550266,690.0
336.3305547873287,689.0
336.5961831514035,718.0
336.86181056059627,700.0
337.1274370077761,715.0
337.3930624858122,718.0
337.6586869875738,707.0
337.92431050593,721.0
338.18993303375,732.0
338.45555456390304,723.0
338.7211750892583,707.0
338.9867946026848,714.0
339.25241309705194,717.0
339.5180305652288,713.0
339.78364700008444,719.0
340.04926239448827,707.0
340.3148767413094,721.0
340.5804900334169,692.0
340.84610226368,711.0
341.11171342496795,688.0
341.3773235101499,699.0
341.6429325120949,706.0
341.9085404236723,708.0
342.1741472377513,706.0
342.4397529472009,701.0
342.7053575448904,718.0
342.970961023689,720.0
343.23656337646577,711.0
343.50216459609004,706.0
343.76776467543084,705.0
344.03336360735744,715.0
344.298961384739,705.0
344.5645580004447,713.0
344.8301534473438,719.0
345.0957477183053,704.0
345.36134080619854,695.0
345.6269327038926,716.0
345.8925234042567,722.0
346.15811290016,708.0
346.4237011844718,724.0
346.689288250061,698.0
346.9548740897971,716.0
347.22045869654914,699.0
347.48604206318623,695.0
347.7516241825777,708.0
348.0172050475926,725.0
348.28278465110014,720.0
