Wavelength,Intensity
324.907733,714.0
325.17339567824854,595.0
325.4390577082402,665.0
325.70471908284435,660.0
325.97037979492995,715.0
326.23603983736626,709.0
326.50169920302244,710.0
326.7673578847678,718.0
327.0330158754714,702.0
327.2986731680023,705.0
327.56432975523006,716.0
327.8299856300235,738.0
328.0956407852518,710.0
328.36129521378444,705.0
328.62694890849036,721.0
328.89260186223873,718.0
329.1582540678989,725.0
329.42390551833995,720.0
329.68955620643095,718.0
329.95520612504123,709.0
330.22085526704,708.0
330.48650362529634,717.0
330.75215119267943,708.0
331.0177979620585,717.0
331.28344392630265,712.0
331.54908907828127,713.0
331.8147334108633,709.0
332.080376916918,706.0
332.34601958931455,733.0
332.6116614209222,727.0
332.8773024046101,738.0
333.14294253324726,730.0
333.4085817997031,717.0
333.67422019684665,690.0
333.9398577175471,714.0
334.20549435467376,715.0
334.4711301010957,708.0
334.7367649496821,732.0
335.00239889330214,714.0
335.2680319248251,714.0
335.53366403712005,724.0
335.7992952230561,707.0
336.06492547550266,708.0
336.3305547873287,699.0
336.5961831514035,721.0
336.86181056059627,718.0
337.1274370077761,725.0
337.3930624858122,720.0
337.6586869875738,679.0
337.92431050593,722.0
338.18993303375,732.0
338.45555456390304,725.0
338.7211750892583,704.0
338.9867946026848,704.0
339.25241309705194,701.0
339.5180305652288,710.0
339.78364700008444,704.0
340.04926239448827,698.0
340.3148767413094,710.0
340.5804900334169,706.0
340.84610226368,713.0
341.11171342496795,693.0
341.3773235101499,714.0
341.6429325120949,708.0
341.9085404236723,717.0
342.1741472377513,720.0
342.4397529472009,711.0
342.7053575448904,711.0
342.970961023689,718.0
343.23656337646577,725.0
343.50216459609004,730.0
343.76776467543084,718.0
344.03336360735744,724.0
344.298961384739,707.0
344.5645580004447,700.0
344.8301534473438,701.0
345.0957477183053,710.0
345.36134080619854,725.0
345.6269327038926,733.0
345.8925234042567,710.0
346.15811290016,718.0
346.4237011844718,712.0
346.689288250061,707.0
346.9548740897971,716.0
347.22045869654914,694.0
347.48604206318623,696.0
347.7516241825777,712.0
348.0172050475926,709.0
348.28278465110014,733.0
348.54836298596956,716.0
348.81394004507,723.0
349.07951582127066,709.0
349.34509030744067,711.0
349.61066349644926,725.0
349.87623538116554,712.0
350.14180595445873,719.0
350.40737520919805,713.0
350.6729431382527,713.0
350.9385097344918,689.0
351.2040749907844,706.0
351.4696389,693.0
351.73520145500754,706.0
352.00076264867624,706.0
352.26632247387533,735.0
352.531880923474,723.0
352.7974379903412,708.0
353.0629936673465,717.0
353.32854794735886,702.0
353.59410082324735,707.0
353.8596522878814,704.0
354.12520233413005,708.0
354.39075095486237,727.0
354.65629814294783,716.0
354.92184389125543,721.0
355.1873881926543,722.0
355.45293104001377,705.0
355.7184724262029,705.0
355.98401234409084,715.0
356.249550786547,709.0
356.51508774644026,720.0
356.78062321664,708.0
357.0461571900153,721.0
357.31168965943544,723.0
357.5772206177695,717.0
357.8427500578867,727.0
358.10827797265625,713.0
358.3738043549473,732.0
358.63932919762897,737.0
358.90485249357056,725.0
359.1703742356412,722.0
359.43589441670997,709.0
359.70141302964623,699.0
359.966930067319,716.0
360.23244552259763,708.0
360.49795938835115,722.0
360.76347165744875,714.0
361.0289823227597,704.0
361.2944913771531,723.0
361.55999881349817,708.0
361.82550462466406,716.0
362.09100880352,711.0
362.3565113429351,718.0
362.6220122357787,700.0
362.8875114749197,711.0
363.15300905322755,722.0
363.4185049635713,713.0
363.68399919882006,720.0
363.9494917518432,705.0
364.21498261550977,706.0
364.480471782689,722.0
364.74595924625,709.0
365.01144499906206,721.0
365.27692903399424,706.0
365.54241134391583,699.0
365.80789192169595,689.0
366.0733707602038,725.0
366.3388478523085,719.0
366.60432319087926,715.0
366.8697967687854,722.0
367.1352685788958,718.0
367.40073861408,731.0
367.66620686720694,726.0
367.9316733311458,709.0
368.1971379987659,714.0
368.4626008629363,707.0
368.72806191652626,726.0
368.99352115240487,700.0
369.2589785634414,725.0
369.524434142505,716.0
369.78988788246477,700.0
370.05533977619,717.0
370.3207898165498,715.0
370.5862379964134,710.0
370.85168430865,718.0
371.11712874612874,725.0
371.3825713017187,718.0
371.64801196828927,714.0
371.9134507387095,717.0
372.17888760584856,712.0
372.4443225625757,725.0
372.70975560176,723.0
372.9751867162708,709.0
373.24061589897707,693.0
373.5060431427481,700.0
373.7714684404531,702.0
374.03689178496126,690.0
374.30231316914166,690.0
374.56773258586367,716.0
374.83315002799617,702.0
375.09856548840855,703.0
375.36397895997004,729.0
375.6293904355496,705.0
375.89479990801664,694.0
376.16020737024024,724.0
376.4256128150895,708.0
376.6910162354337,711.0
376.9564176241421,720.0
377.22181697408365,696.0
377.48721427812774,718.0
377.7526095291435,721.0
378.01800272,711.0
378.28339384356656,736.0
378.54878289271227,697.0
378.81416986030627,725.0
379.07955473921794,708.0
379.34493752231623,728.0
379.61031820247047,721.0
379.87569677254976,724.0
380.1410732254234,700.0
380.4064475539604,697.0
380.67181975102994,694.0
380.93718980950143,716.0
381.20255772224385,714.0
381.4679234821264,706.0
381.7332870820183,703.0
381.9986485147888,724.0
382.2640077733069,706.0
382.5293648504419,713.0
382.79471973906294,703.0
383.0600724320393,700.0
383.32542292223997,698.0
383.59077120253437,695.0
383.8561172657915,711.0
384.1214611048805,713.0
384.3868027126708,720.0
384.6521420820313,698.0
384.9174792058312,707.0
385.18281407694,697.0
385.4481466882266,706.0
385.71347703256015,729.0
385.97880510281,718.0
386.24413089184526,715.0
386.5094543925351,715.0
386.7747755977486,734.0
387.04009450035517,715.0
387.3054110932237,717.0
387.5707253692237,713.0
387.83603732122407,695.0
388.10134694209415,713.0
388.36665422470304,724.0
388.63195916192,708.0
388.89726174661416,698.0
389.1625619716546,725.0
389.42785982991074,717.0
389.6931553142515,694.0
389.95844841754626,701.0
390.2237391326641,695.0
390.4890274524742,729.0
390.7543133698457,713.0
391.019596877648,722.0
391.28487796875,708.0
391.5501566360211,717.0
391.81543287233023,709.0
392.0807066705468,718.0
392.3459780235399,716.0
392.6112469241787,718.0
392.87651336533247,695.0
393.1417773398703,709.0
393.4070388406614,700.0
393.6722978605749,707.0
