Wavelength,Intensity
324.907733,718.0
325.17339567824854,640.0
325.4390577082402,640.0
325.70471908284435,669.0
325.97037979492995,702.0
326.23603983736626,712.0
326.50169920302244,713.0
326.7673578847678,712.0
327.0330158754714,714.0
327.2986731680023,731.0
327.56432975523006,727.0
327.8299856300235,709.0
328.0956407852518,707.0
328.36129521378444,718.0
328.62694890849036,726.0
328.89260186223873,716.0
329.1582540678989,713.0
329.42390551833995,736.0
329.68955620643095,728.0
329.95520612504123,712.0
330.22085526704,708.0
330.48650362529634,707.0
330.75215119267943,677.0
331.0177979620585,705.0
331.28344392630265,705.0
331.54908907828127,697.0
331.8147334108633,694.0
332.080376916918,722.0
332.34601958931455,714.0
332.6116614209222,700.0
332.8773024046101,729.0
333.14294253324726,720.0
333.4085817997031,704.0
333.67422019684665,712.0
333.9398577175471,711.0
334.20549435467376,701.0
334.4711301010957,722.0
334.7367649496821,705.0
335.00239889330214,709.0
335.2680319248251,717.0
335.53366403712005,715.0
335.7992952230561,700.0
336.06492547550266,707.0
336.3305547873287,698.0
336.5961831514035,729.0
336.86181056059627,709.0
337.1274370077761,730.0
337.3930624858122,717.0
337.6586869875738,701.0
337.92431050593,729.0
338.18993303375,716.0
338.45555456390304,720.0
338.7211750892583,681.0
338.9867946026848,701.0
339.25241309705194,711.0
339.5180305652288,705.0
339.78364700008444,718.0
340.04926239448827,722.0
340.3148767413094,713.0
340.5804900334169,700.0
340.84610226368,730.0
341.11171342496795,696.0
341.3773235101499,707.0
341.6429325120949,736.0
341.9085404236723,713.0
342.1741472377513,728.0
342.4397529472009,703.0
342.7053575448904,711.0
342.970961023689,724.0
343.23656337646577,698.0
343.50216459609004,708.0
343.76776467543084,702.0
344.03336360735744,726.0
344.298961384739,700.0
344.5645580004447,687.0
344.8301534473438,716.0
345.0957477183053,716.0
345.36134080619854,697.0
345.6269327038926,734.0
345.8925234042567,701.0
346.15811290016,716.0
346.4237011844718,695.0
346.689288250061,700.0
346.9548740897971,721.0
347.22045869654914,720.0
347.48604206318623,700.0
347.7516241825777,708.0
348.0172050475926,724.0
348.28278465110014,718.0
348.54836298596956,698.0
348.81394004507,714.0
349.07951582127066,698.0
349.34509030744067,707.0
349.61066349644926,709.0
349.87623538116554,726.0
350.14180595445873,721.0
350.40737520919805,699.0
350.6729431382527,700.0
350.9385097344918,708.0
351.2040749907844,696.0
351.4696389,726.0
351.73520145500754,699.0
352.00076264867624,705.0
352.26632247387533,721.0
352.531880923474,734.0
352.7974379903412,719.0
353.0629936673465,685.0
353.32854794735886,688.0
353.59410082324735,714.0
353.8596522878814,714.0
354.12520233413005,708.0
354.39075095486237,712.0
354.65629814294783,698.0
354.92184389125543,714.0
355.1873881926543,722.0
355.45293104001377,699.0
355.7184724262029,707.0
355.98401234409084,713.0
356.249550786547,714.0
356.51508774644026,721.0
356.78062321664,694.0
357.0461571900153,717.0
357.31168965943544,732.0
357.5772206177695,724.0
357.8427500578867,735.0
358.10827797265625,695.0
358.3738043549473,723.0
358.63932919762897,732.0
358.90485249357056,729.0
359.1703742356412,728.0
359.43589441670997,699.0
359.70141302964623,696.0
359.966930067319,697.0
360.23244552259763,697.0
360.49795938835115,717.0
360.76347165744875,719.0
361.0289823227597,712.0
361.2944913771531,717.0
361.55999881349817,703.0
361.82550462466406,714.0
362.09100880352,704.0
362.3565113429351,693.0
362.6220122357787,711.0
362.8875114749197,709.0
363.15300905322755,716.0
363.4185049635713,719.0
363.68399919882006,721.0
363.9494917518432,705.0
364.21498261550977,720.0
364.480471782689,724.0
364.74595924625,711.0
365.01144499906206,719.0
365.27692903399424,719.0
365.54241134391583,728.0
365.80789192169595,709.0
366.0733707602038,707.0
366.3388478523085,703.0
366.60432319087926,708.0
366.8697967687854,722.0
367.1352685788958,729.0
367.40073861408,714.0
367.66620686720694,706.0
367.9316733311458,709.0
368.1971379987659,720.0
368.4626008629363,704.0
368.72806191652626,707.0
368.99352115240487,715.0
369.2589785634414,741.0
369.524434142505,716.0
369.78988788246477,712.0
370.05533977619,703.0
370.3207898165498,713.0
370.5862379964134,698.0
370.85168430865,709.0
371.11712874612874,717.0
371.3825713017187,706.0
371.64801196828927,700.0
371.9134507387095,710.0
372.17888760584856,684.0
372.4443225625757,712.0
372.70975560176,720.0
372.9751867162708,715.0
373.24061589897707,695.0
373.5060431427481,702.0
373.7714684404531,740.0
374.03689178496126,703.0
374.30231316914166,696.0
374.56773258586367,712.0
374.83315002799617,710.0
375.09856548840855,706.0
375.36397895997004,735.0
375.6293904355496,710.0
375.89479990801664,702.0
376.16020737024024,716.0
376.4256128150895,705.0
376.6910162354337,718.0
376.9564176241421,715.0
377.22181697408365,698.0
377.48721427812774,710.0
377.7526095291435,721.0
378.01800272,702.0
378.28339384356656,729.0
378.54878289271227,705.0
378.81416986030627,715.0
379.07955473921794,696.0
379.34493752231623,717.0
379.61031820247047,718.0
379.87569677254976,711.0
380.1410732254234,711.0
380.4064475539604,711.0
380.67181975102994,718.0
380.93718980950143,701.0
381.20255772224385,722.0
381.4679234821264,702.0
381.7332870820183,703.0
381.9986485147888,696.0
382.2640077733069,704.0
382.5293648504419,705.0
382.79471973906294,707.0
383.0600724320393,716.0
383.32542292223997,714.0
383.59077120253437,721.0
383.8561172657915,721.0
384.1214611048805,721.0
384.3868027126708,703.0
384.6521420820313,716.0
384.9174792058312,723.0
385.18281407694,716.0
385.4481466882266,709.0
385.71347703256015,724.0
385.97880510281,719.0
386.24413089184526,726.0
386.5094543925351,708.0
386.7747755977486,749.0
387.04009450035517,693.0
387.3054110932237,712.0
387.5707253692237,699.0
387.83603732122407,706.0
388.10134694209415,710.0
388.36665422470304,693.0
388.63195916192,683.0
388.89726174661416,695.0
389.1625619716546,731.0
389.42785982991074,725.0
389.6931553142515,707.0
389.95844841754626,709.0
390.2237391326641,699.0
390.4890274524742,719.0
390.7543133698457,709.0
391.019596877648,709.0
391.28487796875,715.0
391.5501566360211,717.0
391.81543287233023,708.0
392.0807066705468,710.0
392.3459780235399,703.0
392.6112469241787,714.0
392.87651336533247,710.0
393.1417773398703,711.0
393.4070388406614,679.0
393.6722978605749,709.0
393.93755439248,700.0
394.2028084292459,688.0
394.46805996374184,710.0
394.73330898883694,697.0
